query,sql,,,,,
Find all dates where NFLX's volume price was greater than 187 in the last   90  days.,"SELECT date FROM stocks WHERE symbol = 'NFLX' AND volume > 187 AND date >= date('now', '-90 days');",,,,,
Find all dates where MSFT's high price was greater than 193 in the last   5 years.,"SELECT date FROM stocks WHERE symbol = 'MSFT' AND high > 193 AND date >= date('now', '-5 years');",,,,,
Plot the 50-day moving average of the close price for NVDA in the last year.,"SELECT date, AVG(close) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'NVDA' AND date >= date('now', '-365 days');",,,,,
Calculate the total close for each ticker in 2024 grouped by month.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(close) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
Plot the 100-day moving average of the move price for NFLX in the last year.,"SELECT date, AVG(move) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'NFLX' AND date >= date('now', '-365 days');",,,,,
What was the open price for V on 2023-09-27?,SELECT open FROM stocks WHERE symbol = 'V' AND date = '2023-09-27';,,,,,
Show me all data for NVDA in the last   5 years.,"SELECT * FROM stocks WHERE symbol = 'NVDA' AND date >= date('now', '-5 years') ORDER BY date ASC;",,,,,
What was the MIN open for AAPL over the last   5 years?,"SELECT MIN(open) FROM stocks WHERE symbol = 'AAPL' AND date >= date('now', '-5 years');",,,,,
What was the MAX move for AAPL over the last   5 years?,"SELECT MAX(move) FROM stocks WHERE symbol = 'AAPL' AND date >= date('now', '-5 years');",,,,,
What was the AVG volume for TSLA over the last   365  days?,"SELECT AVG(volume) FROM stocks WHERE symbol = 'TSLA' AND date >= date('now', '-365 days');",,,,,
Plot the 100-day moving average of the low price for GOOGL in the last year.,"SELECT date, AVG(low) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'GOOGL' AND date >= date('now', '-365 days');",,,,,
Calculate the total close for each ticker in 2024 grouped by month.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(close) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
What was the volume price for NVDA on 2025-09-10?,SELECT volume FROM stocks WHERE symbol = 'NVDA' AND date = '2025-09-10';,,,,,
Plot the 100-day moving average of the high price for JPM in the last year.,"SELECT date, AVG(high) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'JPM' AND date >= date('now', '-365 days');",,,,,
What was the open price for MSFT on 2024-01-11?,SELECT open FROM stocks WHERE symbol = 'MSFT' AND date = '2024-01-11';,,,,,
What was the AVG close for NFLX over 2024 01 01 AND 2024 12 31?,SELECT AVG(close) FROM stocks WHERE symbol = 'NFLX' AND date >= 2024-01-01' AND '2024-12-31;,,,,,
Plot the 50-day moving average of the close price for NVDA in the last year.,"SELECT date, AVG(close) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'NVDA' AND date >= date('now', '-365 days');",,,,,
Find all dates where JPM's open price was greater than 133 in the last   90  days.,"SELECT date FROM stocks WHERE symbol = 'JPM' AND open > 133 AND date >= date('now', '-90 days');",,,,,
Plot the 100-day moving average of the open price for NFLX in the last year.,"SELECT date, AVG(open) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'NFLX' AND date >= date('now', '-365 days');",,,,,
Calculate the total low for each ticker in 2024 grouped by year.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(low) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
What was the move price for MSFT on 2024-09-12?,SELECT move FROM stocks WHERE symbol = 'MSFT' AND date = '2024-09-12';,,,,,
Calculate the total adj_close for each ticker in 2024 grouped by year.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(adj_close) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
What was the AVG close for AMZN over 2023 01 01 AND 2023 12 31?,SELECT AVG(close) FROM stocks WHERE symbol = 'AMZN' AND date >= 2023-01-01' AND '2023-12-31;,,,,,
Find all dates where NVDA's adj_close price was greater than 176 in 2023 01 01 AND 2023 12 31.,SELECT date FROM stocks WHERE symbol = 'NVDA' AND adj_close > 176 AND date >= 2023-01-01' AND '2023-12-31;,,,,,
Show me all data for KO in the last   90  days.,"SELECT * FROM stocks WHERE symbol = 'KO' AND date >= date('now', '-90 days') ORDER BY date ASC;",,,,,
What was the volume price for PG on 2024-11-10?,SELECT volume FROM stocks WHERE symbol = 'PG' AND date = '2024-11-10';,,,,,
What was the MIN volume for META over the last   180  days?,"SELECT MIN(volume) FROM stocks WHERE symbol = 'META' AND date >= date('now', '-180 days');",,,,,
What was the AVG open for PG over 2024 01 01 AND 2024 12 31?,SELECT AVG(open) FROM stocks WHERE symbol = 'PG' AND date >= 2024-01-01' AND '2024-12-31;,,,,,
What was the open price for TSLA on 2023-12-27?,SELECT open FROM stocks WHERE symbol = 'TSLA' AND date = '2023-12-27';,,,,,
What was the adj_close price for MSFT on 2024-06-09?,SELECT adj_close FROM stocks WHERE symbol = 'MSFT' AND date = '2024-06-09';,,,,,
Plot the 50-day moving average of the adj_close price for V in the last year.,"SELECT date, AVG(adj_close) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'V' AND date >= date('now', '-365 days');",,,,,
Calculate the total close for each ticker in 2024 grouped by year.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(close) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
What was the MAX open for META over the last   30  days?,"SELECT MAX(open) FROM stocks WHERE symbol = 'META' AND date >= date('now', '-30 days');",,,,,
What was the AVG open for NVDA over the last   30  days?,"SELECT AVG(open) FROM stocks WHERE symbol = 'NVDA' AND date >= date('now', '-30 days');",,,,,
Show me all data for AMZN in the last   5 years.,"SELECT * FROM stocks WHERE symbol = 'AMZN' AND date >= date('now', '-5 years') ORDER BY date ASC;",,,,,
Show me all data for NFLX in 2024 01 01 AND 2024 12 31.,SELECT * FROM stocks WHERE symbol = 'NFLX' AND date >= 2024-01-01' AND '2024-12-31 ORDER BY date ASC;,,,,,
What was the MIN close for NFLX over 2023 01 01 AND 2023 12 31?,SELECT MIN(close) FROM stocks WHERE symbol = 'NFLX' AND date >= 2023-01-01' AND '2023-12-31;,,,,,
Find the date and high for V's highest high price in the last year.,"SELECT date, high FROM stocks WHERE symbol = 'V' AND high = (SELECT MAX(high) FROM stocks WHERE symbol = 'V' AND date >= date('now', '-365 days'));",,,,,
Find all dates where AAPL's low price was greater than 155 in the last   5 years.,"SELECT date FROM stocks WHERE symbol = 'AAPL' AND low > 155 AND date >= date('now', '-5 years');",,,,,
Find the date and adj_close for JPM's highest adj_close price in the last year.,"SELECT date, adj_close FROM stocks WHERE symbol = 'JPM' AND adj_close = (SELECT MAX(adj_close) FROM stocks WHERE symbol = 'JPM' AND date >= date('now', '-365 days'));",,,,,
Plot the 20-day moving average of the open price for AAPL in the last year.,"SELECT date, AVG(open) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'AAPL' AND date >= date('now', '-365 days');",,,,,
Show me all data for MSFT in 2023 01 01 AND 2023 12 31.,SELECT * FROM stocks WHERE symbol = 'MSFT' AND date >= 2023-01-01' AND '2023-12-31 ORDER BY date ASC;,,,,,
Find the date and low for NFLX's highest low price in the last year.,"SELECT date, low FROM stocks WHERE symbol = 'NFLX' AND low = (SELECT MAX(low) FROM stocks WHERE symbol = 'NFLX' AND date >= date('now', '-365 days'));",,,,,
Plot the 50-day moving average of the low price for MSFT in the last year.,"SELECT date, AVG(low) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'MSFT' AND date >= date('now', '-365 days');",,,,,
Calculate the total close for each ticker in 2024 grouped by month.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(close) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
What was the MAX low for PG over the last   30  days?,"SELECT MAX(low) FROM stocks WHERE symbol = 'PG' AND date >= date('now', '-30 days');",,,,,
Find the date and adj_close for NVDA's highest adj_close price in the last year.,"SELECT date, adj_close FROM stocks WHERE symbol = 'NVDA' AND adj_close = (SELECT MAX(adj_close) FROM stocks WHERE symbol = 'NVDA' AND date >= date('now', '-365 days'));",,,,,
Show me all data for TSLA in the last   90  days.,"SELECT * FROM stocks WHERE symbol = 'TSLA' AND date >= date('now', '-90 days') ORDER BY date ASC;",,,,,
What was the MAX high for GOOGL over the last   2 years?,"SELECT MAX(high) FROM stocks WHERE symbol = 'GOOGL' AND date >= date('now', '-2 years');",,,,,
Find the date and high for V's highest high price in the last year.,"SELECT date, high FROM stocks WHERE symbol = 'V' AND high = (SELECT MAX(high) FROM stocks WHERE symbol = 'V' AND date >= date('now', '-365 days'));",,,,,
What was the open price for NFLX on 2023-12-06?,SELECT open FROM stocks WHERE symbol = 'NFLX' AND date = '2023-12-06';,,,,,
What was the MAX open for PG over 2023 01 01 AND 2023 12 31?,SELECT MAX(open) FROM stocks WHERE symbol = 'PG' AND date >= 2023-01-01' AND '2023-12-31;,,,,,
What was the high price for NFLX on 2023-07-02?,SELECT high FROM stocks WHERE symbol = 'NFLX' AND date = '2023-07-02';,,,,,
Find the date and high for KO's highest high price in the last year.,"SELECT date, high FROM stocks WHERE symbol = 'KO' AND high = (SELECT MAX(high) FROM stocks WHERE symbol = 'KO' AND date >= date('now', '-365 days'));",,,,,
Find all dates where PG's move price was greater than 115 in the last   5 years.,"SELECT date FROM stocks WHERE symbol = 'PG' AND move > 115 AND date >= date('now', '-5 years');",,,,,
Plot the 100-day moving average of the move price for PG in the last year.,"SELECT date, AVG(move) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'PG' AND date >= date('now', '-365 days');",,,,,
What was the SUM open for MSFT over the last   90  days?,"SELECT SUM(open) FROM stocks WHERE symbol = 'MSFT' AND date >= date('now', '-90 days');",,,,,
Show me all data for KO in the last   5 years.,"SELECT * FROM stocks WHERE symbol = 'KO' AND date >= date('now', '-5 years') ORDER BY date ASC;",,,,,
Calculate the total low for each ticker in 2024 grouped by month.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(low) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
Find the date and adj_close for META's highest adj_close price in the last year.,"SELECT date, adj_close FROM stocks WHERE symbol = 'META' AND adj_close = (SELECT MAX(adj_close) FROM stocks WHERE symbol = 'META' AND date >= date('now', '-365 days'));",,,,,
Calculate the total low for each ticker in 2024 grouped by year.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(low) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
Find the date and adj_close for JPM's highest adj_close price in the last year.,"SELECT date, adj_close FROM stocks WHERE symbol = 'JPM' AND adj_close = (SELECT MAX(adj_close) FROM stocks WHERE symbol = 'JPM' AND date >= date('now', '-365 days'));",,,,,
What was the move price for KO on 2024-12-11?,SELECT move FROM stocks WHERE symbol = 'KO' AND date = '2024-12-11';,,,,,
Plot the 100-day moving average of the open price for V in the last year.,"SELECT date, AVG(open) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'V' AND date >= date('now', '-365 days');",,,,,
Calculate the total move for each ticker in 2024 grouped by year.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(move) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
Find the date and move for KO's highest move price in the last year.,"SELECT date, move FROM stocks WHERE symbol = 'KO' AND move = (SELECT MAX(move) FROM stocks WHERE symbol = 'KO' AND date >= date('now', '-365 days'));",,,,,
Plot the 20-day moving average of the low price for TSLA in the last year.,"SELECT date, AVG(low) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'TSLA' AND date >= date('now', '-365 days');",,,,,
Show me all data for V in the last   90  days.,"SELECT * FROM stocks WHERE symbol = 'V' AND date >= date('now', '-90 days') ORDER BY date ASC;",,,,,
Plot the 50-day moving average of the high price for META in the last year.,"SELECT date, AVG(high) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'META' AND date >= date('now', '-365 days');",,,,,
What was the adj_close price for V on 2025-08-09?,SELECT adj_close FROM stocks WHERE symbol = 'V' AND date = '2025-08-09';,,,,,
Plot the 50-day moving average of the move price for JPM in the last year.,"SELECT date, AVG(move) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'JPM' AND date >= date('now', '-365 days');",,,,,
Calculate the total open for each ticker in 2024 grouped by year.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(open) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
What was the AVG adj_close for META over the last   30  days?,"SELECT AVG(adj_close) FROM stocks WHERE symbol = 'META' AND date >= date('now', '-30 days');",,,,,
Find the date and volume for NFLX's highest volume price in the last year.,"SELECT date, volume FROM stocks WHERE symbol = 'NFLX' AND volume = (SELECT MAX(volume) FROM stocks WHERE symbol = 'NFLX' AND date >= date('now', '-365 days'));",,,,,
Find the date and low for MSFT's highest low price in the last year.,"SELECT date, low FROM stocks WHERE symbol = 'MSFT' AND low = (SELECT MAX(low) FROM stocks WHERE symbol = 'MSFT' AND date >= date('now', '-365 days'));",,,,,
What was the SUM open for NFLX over the last   365  days?,"SELECT SUM(open) FROM stocks WHERE symbol = 'NFLX' AND date >= date('now', '-365 days');",,,,,
Find the date and move for PG's highest move price in the last year.,"SELECT date, move FROM stocks WHERE symbol = 'PG' AND move = (SELECT MAX(move) FROM stocks WHERE symbol = 'PG' AND date >= date('now', '-365 days'));",,,,,
Calculate the total adj_close for each ticker in 2024 grouped by month.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(adj_close) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
Plot the 50-day moving average of the open price for AAPL in the last year.,"SELECT date, AVG(open) OVER (ORDER BY date ROWS BETWEEN 49 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'AAPL' AND date >= date('now', '-365 days');",,,,,
Show me all data for NVDA in the last   2 years.,"SELECT * FROM stocks WHERE symbol = 'NVDA' AND date >= date('now', '-2 years') ORDER BY date ASC;",,,,,
Plot the 100-day moving average of the close price for KO in the last year.,"SELECT date, AVG(close) OVER (ORDER BY date ROWS BETWEEN 99 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'KO' AND date >= date('now', '-365 days');",,,,,
Plot the 20-day moving average of the move price for GOOGL in the last year.,"SELECT date, AVG(move) OVER (ORDER BY date ROWS BETWEEN 19 PRECEDING AND CURRENT ROW) FROM stocks WHERE symbol = 'GOOGL' AND date >= date('now', '-365 days');",,,,,
What was the move price for PG on 2023-12-08?,SELECT move FROM stocks WHERE symbol = 'PG' AND date = '2023-12-08';,,,,,
What was the adj_close price for JPM on 2024-12-26?,SELECT adj_close FROM stocks WHERE symbol = 'JPM' AND date = '2024-12-26';,,,,,
Calculate the total open for each ticker in 2024 grouped by year.,"SELECT symbol, strftime('%Y-%m', date) as period, SUM(open) FROM stocks WHERE date BETWEEN '2024-01-01' AND '2024-12-31' GROUP BY symbol, period;",,,,,
